reference_key,category_id,product_name,keyword,normalized_keyword,match_type,source_name,source_url,source_locator,is_active
pricecatcher:5892ad495778,5,Seeded Red Watermelon,SEEDED RED WATERMELON,seeded red watermelon,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=20,1
pricecatcher:d0c977b8e891,5,Seedless Red Watermelon,SEEDLESS RED WATERMELON,seedless red watermelon,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=21,1
pricecatcher:a14ad4f4bf37,5,Red Dragon Fruit,RED DRAGON FRUIT,red dragon fruit,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=22,1
pricecatcher:9db1f072c2c3,5,Regular Pineapple (Josapine/Morris/Sarawak),REGULAR PINEAPPLE (JOSAPINE/MORRIS/SARAWAK),regular pineapple josapine morris sarawak,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=25,1
pricecatcher:1c6cf701e27d,5,Seeded Green Grapes,SEEDED GREEN GRAPES,seeded green grapes,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=26,1
pricecatcher:01b86a25df05,5,Seeded Red Grapes,SEEDED RED GRAPES,seeded red grapes,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=27,1
pricecatcher:c3adadc926ef,5,Yellow Lai (Size M),YELLOW LAI (SIZE M),yellow lai size m,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=31,1
pricecatcher:7edbc17980a8,5,Seeded Guava,SEEDED GUAVA,seeded guava,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=38,1
pricecatcher:64e18fc06243,5,Seedless Guava,SEEDLESS GUAVA,seedless guava,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=39,1
pricecatcher:888cd17e3501,3,Black Pomfret (Between 2 And 5 Fish Per Kilogram),BLACK POMFRET (BETWEEN 2 AND 5 FISH PER KILOGRAM),black pomfret between 2 and 5 fish per kilogram,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=43,1
pricecatcher:91420e6974b2,3,Hardtail Scad (Between 4 And 6 Fish Per Kilogram),HARDTAIL SCAD (BETWEEN 4 AND 6 FISH PER KILOGRAM),hardtail scad between 4 and 6 fish per kilogram,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=47,1
pricecatcher:e4e43a278f37,3,Snapper Fish Head,SNAPPER FISH HEAD,snapper fish head,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=52,1
pricecatcher:8b7833759f1c,3,Small Indo-Pacific Mackerel/Pelaling (Between 10 And 18 Fish Per Kilogram),SMALL INDO-PACIFIC MACKEREL/PELALING (BETWEEN 10 AND 18 FISH PER KILOGRAM),small indo pacific mackerel pelaling between 10 and 18 fish per kilogram,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=55,1
pricecatcher:9193163a9302,3,Red Snapper Fish Head,RED SNAPPER FISH HEAD,red snapper fish head,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=64,1
pricecatcher:76cbf009d8d9,3,Yellow Banded Scad (≥ 11 Fish Per Kilogram),YELLOW BANDED SCAD (≥ 11 FISH PER KILOGRAM),yellow banded scad 11 fish per kilogram,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=69,1
pricecatcher:acf67e4cb1ce,3,Yellow-Tail Scad/Pelata (≤ 7 Fish Per Kilogram),YELLOW-TAIL SCAD/PELATA (≤ 7 FISH PER KILOGRAM),yellow tail scad pelata 7 fish per kilogram,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=70,1
pricecatcher:20fbc1b9d115,3,Catfish (Between 2 And 5 Fish Per Kilogram),CATFISH (BETWEEN 2 AND 5 FISH PER KILOGRAM),catfish between 2 and 5 fish per kilogram,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=88,1
pricecatcher:faf646d39bdb,4,Red Chili - Kulai,RED CHILI - KULAI,red chili kulai,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=93,1
pricecatcher:0718c667f095,4,Red Chili - Minyak,RED CHILI - MINYAK,red chili minyak,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=94,1
pricecatcher:594536c9cf2f,4,Wet Ginger (Mature),WET GINGER (MATURE),wet ginger mature,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=95,1
pricecatcher:00a445c01d7e,4,Okra/Ladies' Finger,OKRA/LADIES' FINGER,okra ladies finger,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=96,1
pricecatcher:3255da7c2868,4,Green/French Beans,GREEN/FRENCH BEANS,green french beans,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=97,1
pricecatcher:15d2aa70f490,4,Long/Asparagus Beans,LONG/ASPARAGUS BEANS,long asparagus beans,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=98,1
pricecatcher:c59060e93b8b,5,Whole Coconut,WHOLE COCONUT,whole coconut,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=101,1
pricecatcher:04b15c1f8abe,5,Grated Coconut Palm (Regular),GRATED COCONUT PALM (REGULAR),grated coconut palm regular,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=102,1
pricecatcher:00846e037e02,13,Fresh Coconut Milk (Regular),FRESH COCONUT MILK (REGULAR),fresh coconut milk regular,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=103,1
pricecatcher:41c81da83757,4,Imported Round Cabbage (China),IMPORTED ROUND CABBAGE (CHINA),imported round cabbage china,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=104,1
pricecatcher:644b7ff32141,4,Round Cabbage (Local),ROUND CABBAGE (LOCAL),round cabbage local,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=105,1
pricecatcher:c236b4bd1434,4,Fresh Turmeric,FRESH TURMERIC,fresh turmeric,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=108,1
pricecatcher:9ca90ea72728,18,Chicken Eggs Grade A (Weight 65.0 Gm To 69.9 Gm Each),CHICKEN EGGS GRADE A (WEIGHT 65.0 GM TO 69.9 GM EACH),chicken eggs grade a weight 65 0 gm to 69 9 gm each,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=118,1
pricecatcher:70871a6747b5,18,Chicken Eggs Grade B (Weight 60.0 Gm To 64.9 Gm),CHICKEN EGGS GRADE B (WEIGHT 60.0 GM TO 64.9 GM),chicken eggs grade b weight 60 0 gm to 64 9 gm,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=119,1
pricecatcher:28ee0ddf9a62,18,Chicken Eggs Grade C (Weight 55.0 Gm To 59.9 Gm Each),CHICKEN EGGS GRADE C (WEIGHT 55.0 GM TO 59.9 GM EACH),chicken eggs grade c weight 55 0 gm to 59 9 gm each,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=120,1
pricecatcher:1ba592f1976c,4,Big Yellow/Holland Onion,BIG YELLOW/HOLLAND ONION,big yellow holland onion,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=129,1
pricecatcher:72fbcef1a7b6,4,Imported Rose Shallots (India),IMPORTED ROSE SHALLOTS (INDIA),imported rose shallots india,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=131,1
pricecatcher:b79e2f46d9cd,4,Imported Shallots (Thailand),IMPORTED SHALLOTS (THAILAND),imported shallots thailand,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=132,1
pricecatcher:71855538e8a0,13,Ayam Brand Sardines (Tomato Sauce),AYAM BRAND SARDINES (TOMATO SAUCE),ayam brand sardines tomato sauce,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=191,1
pricecatcher:65eaf271065a,13,King Cup Brand Sardines (Tomato Sauce),KING CUP BRAND SARDINES (TOMATO SAUCE),king cup brand sardines tomato sauce,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=193,1
pricecatcher:95feacc3812f,13,Lady's Choice Strawberry Jam,LADY'S CHOICE STRAWBERRY JAM,lady s choice strawberry jam,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=201,1
pricecatcher:8c240e268969,1,Mainland Chesdale Cheddar Cheese Spread 12 Cheddar,MAINLAND CHESDALE CHEDDAR CHEESE SPREAD 12 CHEDDAR,mainland chesdale cheddar cheese spread 12 cheddar,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=203,1
pricecatcher:684309368745,13,Daisy Margarine,DAISY MARGARINE,daisy margarine,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=205,1
pricecatcher:62ce583d2a06,13,Planta Margarine,PLANTA MARGARINE,planta margarine,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=206,1
pricecatcher:4ef54e3b4873,13,Kipas Udang Brand Thick Sweet Soy Sauce,KIPAS UDANG BRAND THICK SWEET SOY SAUCE,kipas udang brand thick sweet soy sauce,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=214,1
pricecatcher:bb5d0c2ee91e,13,Maggi Tomato Sauce,MAGGI TOMATO SAUCE,maggi tomato sauce,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=217,1
pricecatcher:c98d575f8e12,13,Life Chili Sauce,LIFE CHILI SAUCE,life chili sauce,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=218,1
pricecatcher:39fe707bc671,7,Drinho Soya (Box),DRINHO SOYA (BOX),drinho soya box,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=221,1
pricecatcher:f4393b491fbc,7,Yeo's Lychee (Box),YEO'S LYCHEE (BOX),yeo s lychee box,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=226,1
pricecatcher:756260947dac,7,Coca Cola (Bottle),COCA COLA (BOTTLE),coca cola bottle,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=228,1
pricecatcher:86d55c380878,7,F&N Orange (Can),F&N ORANGE (CAN),f and n orange can,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=229,1
pricecatcher:f72fb865e3f5,7,F&N Orange (Bottle),F&N ORANGE (BOTTLE),f and n orange bottle,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=230,1
pricecatcher:4639f123bafb,7,Mirinda Orange (Bottle),MIRINDA ORANGE (BOTTLE),mirinda orange bottle,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=232,1
pricecatcher:eaa4a17c0d1a,7,Marigold Peel Fresh Orange Juice,MARIGOLD PEEL FRESH ORANGE JUICE,marigold peel fresh orange juice,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=235,1
pricecatcher:3d72d55c1209,7,Red Bull (Bottle),RED BULL (BOTTLE),red bull bottle,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=239,1
pricecatcher:c0ae9005eff1,7,Livita With Honey (Bottle),LIVITA WITH HONEY (BOTTLE),livita with honey bottle,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=240,1
pricecatcher:8d658e0dea0a,13,Mazola Brand Corn Oil,MAZOLA BRAND CORN OIL,mazola brand corn oil,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=246,1
pricecatcher:b25afd02e3a5,13,Red Eagle Brand Blended Cooking Oil,RED EAGLE BRAND BLENDED COOKING OIL,red eagle brand blended cooking oil,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=254,1
pricecatcher:05a9a2f493e0,13,Knife Brand Blended Cooking Oil,KNIFE BRAND BLENDED COOKING OIL,knife brand blended cooking oil,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=260,1
pricecatcher:cbe149878187,13,Buruh Brand Pure Cooking Oil,BURUH BRAND PURE COOKING OIL,buruh brand pure cooking oil,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=263,1
pricecatcher:c9bf2d5f51ed,13,Seri Murni Brand Pure Cooking Oil,SERI MURNI BRAND PURE COOKING OIL,seri murni brand pure cooking oil,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=266,1
pricecatcher:757a155930a2,13,Vesawit Brand Pure Cooking Oil,VESAWIT BRAND PURE COOKING OIL,vesawit brand pure cooking oil,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=267,1
pricecatcher:71e2c66767d0,13,Qbb Brand Ghee,QBB BRAND GHEE,qbb brand ghee,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=271,1
pricecatcher:51071063e9bf,11,Lactogen 1 Infant Formula (Box),LACTOGEN 1 INFANT FORMULA (BOX),lactogen 1 infant formula box,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=299,1
pricecatcher:b62f288222d8,11,Lactogen 2 Follow-On Formula (Box),LACTOGEN 2 FOLLOW-ON FORMULA (BOX),lactogen 2 follow on formula box,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=300,1
pricecatcher:e0e121d36bab,13,Babas Fish Curry Powder,BABAS FISH CURRY POWDER,babas fish curry powder,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=350,1
pricecatcher:4990ecd36bf0,13,Babas Chili Powder,BABAS CHILI POWDER,babas chili powder,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=364,1
pricecatcher:afca91084647,13,Adabi Mixed (Compound) Turmeric Powder,ADABI MIXED (COMPOUND) TURMERIC POWDER,adabi mixed compound turmeric powder,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=365,1
pricecatcher:7ca3b3956e61,14,Peanuts (Imported),PEANUTS (IMPORTED),peanuts imported,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=368,1
pricecatcher:34d9031e5e9a,4,Green Bird's Eye Chili,GREEN BIRD'S EYE CHILI,green bird s eye chili,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=716,1
pricecatcher:300a36eb8f69,3,Squid (Between 11 And 17 Pcs Per Kilogram),SQUID (BETWEEN 11 AND 17 PCS PER KILOGRAM),squid between 11 and 17 pcs per kilogram,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=845,1
pricecatcher:72653e7b8b60,3,Flower Crab (≤ 4 Pcs Per Kilogram),FLOWER CRAB (≤ 4 PCS PER KILOGRAM),flower crab 4 pcs per kilogram,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=847,1
pricecatcher:a3a777a5bb9d,3,Small White Prawn (≥ 61 Pcs Per Kilogram),SMALL WHITE PRAWN (≥ 61 PCS PER KILOGRAM),small white prawn 61 pcs per kilogram,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=849,1
pricecatcher:5fb1eb5c8689,3,Tiger Prawn (Between 20 And 30 Pcs Per Kilogram),TIGER PRAWN (BETWEEN 20 AND 30 PCS PER KILOGRAM),tiger prawn between 20 and 30 pcs per kilogram,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=850,1
pricecatcher:9f1fc9eddb5d,4,Holland Potato,HOLLAND POTATO,holland potato,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=861,1
pricecatcher:612ff7362ad9,1,F&N Brand Vitamin Sweetened Creamer,F&N BRAND VITAMIN SWEETENED CREAMER,f and n brand vitamin sweetened creamer,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=883,1
pricecatcher:257948cc6e19,1,Gold Coin Brand Sweetened Creamer,GOLD COIN BRAND SWEETENED CREAMER,gold coin brand sweetened creamer,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=884,1
pricecatcher:1885941f2c1a,14,Rambutan Brand Super Rice 5% (Imported),RAMBUTAN BRAND SUPER RICE 5% (IMPORTED),rambutan brand super rice 5 imported,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=904,1
pricecatcher:6c3ff3688b8a,14,"Ngp Wheat Flour (Packed, Sauh Brand)","NGP WHEAT FLOUR (PACKED, SAUH BRAND)",ngp wheat flour packed sauh brand,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=917,1
pricecatcher:88ab4cf7eb20,13,Cooking Oil Pack (Assorted Brands),COOKING OIL PACK (ASSORTED BRANDS),cooking oil pack assorted brands,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=918,1
pricecatcher:dffa078ff0e2,14,Jati Brand Rice (Sst5%),JATI BRAND RICE (SST5%),jati brand rice sst5,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=992,1
pricecatcher:49066d6146c3,13,Maggi Chili Sauce,MAGGI CHILI SAUCE,maggi chili sauce,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=1070,1
pricecatcher:fb71c2db7f09,13,Daisy Brand Corn Oil,DAISY BRAND CORN OIL,daisy brand corn oil,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=1086,1
pricecatcher:e966264d3250,13,Vecorn Brand Corn Oil,VECORN BRAND CORN OIL,vecorn brand corn oil,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=1089,1
pricecatcher:72085ac6dfff,18,Chicken Eggs Grade A,CHICKEN EGGS GRADE A,chicken eggs grade a,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=1109,1
pricecatcher:67efa76819d2,18,Chicken Eggs Grade B,CHICKEN EGGS GRADE B,chicken eggs grade b,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=1110,1
pricecatcher:29a406d23ab4,18,Chicken Eggs Grade C,CHICKEN EGGS GRADE C,chicken eggs grade c,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=1111,1
pricecatcher:7271833e87ed,4,Green Capsicum,GREEN CAPSICUM,green capsicum,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=1128,1
pricecatcher:944e5c28baf5,4,Imported Potato (China),IMPORTED POTATO (CHINA),imported potato china,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=1131,1
pricecatcher:dcb465f12bc4,13,Adabi Sweet Soy Sauce,ADABI SWEET SOY SAUCE,adabi sweet soy sauce,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=1135,1
pricecatcher:af2ae8d29901,13,Maggi Oyster Sauce,MAGGI OYSTER SAUCE,maggi oyster sauce,PRICECATCHER_ITEM_NAME,Malaysia PriceCatcher Item Lookup,https://storage.data.gov.my/pricecatcher/lookup_item.csv,item_code=1138,1
